"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"1893","FDW58",20.75,"Low Fat",0,"Snack Foods",105.9622,"OUT046","Small","Tier 1","Supermarket Type1",1683.921593445
"1894","DRD27",18.75,"Low Fat",0,"Dairy",99.3042,"OUT046","Small","Tier 1","Supermarket Type1",1553.58890904869
"1895","FDH32",NA,"Low Fat",0.133171307,"Fruits and Vegetables",97.641,"OUT019","Small","Tier 1","Grocery Store",-292.626988285703
"1896","FDS26",20.35,"Low Fat",0.089452302,"Dairy",262.7594,"OUT035","Small","Tier 2","Supermarket Type1",4237.94619153081
"1897","FDQ31",5.785,"Regular",0.053847216,"Fruits and Vegetables",86.8856,"OUT046","Small","Tier 1","Supermarket Type1",1498.99311386714
"1898","FDP11",15.85,"Low Fat",0.069382034,"Breads",219.6166,"OUT018","Medium","Tier 3","Supermarket Type2",3198.72438768721
"1899","FDD58",7.76,"Low Fat",0.059687962,"Snack Foods",99.47,"OUT017",NA,"Tier 2","Supermarket Type1",1731.81073146912
"1900","FDM33",15.6,"Low Fat",0.08789759,"Snack Foods",218.3798,"OUT045",NA,"Tier 2","Supermarket Type1",3367.56648226094
"1901","FDZ16",16.85,"Regular",0.160104378,"Frozen Foods",195.7478,"OUT049","Medium","Tier 1","Supermarket Type1",3212.30385483369
"1902","NCS29",9,"LF",0.116404843,"Health and Hygiene",264.6884,"OUT010",NA,"Tier 3","Grocery Store",2218.57567603687
"1903","NCM18",NA,"Low Fat",0.145045421,"Household",60.0194,"OUT019","Small","Tier 1","Grocery Store",-943.70075666163
"1904","FDP11",15.85,"Low Fat",0.069207981,"Breads",219.5166,"OUT049","Medium","Tier 1","Supermarket Type1",3571.28289345673
"1905","NCC42",15,"Low Fat",0.045162424,"Health and Hygiene",141.3838,"OUT017",NA,"Tier 2","Supermarket Type1",2337.99341712005
"1906","DRM23",16.6,"Low Fat",0.135733218,"Hard Drinks",172.7422,"OUT046","Small","Tier 1","Supermarket Type1",2739.6181988222
"1907","NCN55",NA,"Low Fat",0.059202419,"Others",239.3538,"OUT027","Medium","Tier 3","Supermarket Type3",5216.28110263233
"1908","FDK46",9.6,"Low Fat",0.051424565,"Snack Foods",258.162,"OUT013","High","Tier 3","Supermarket Type1",4104.53321232575
"1909","FDR01",5.405,"Regular",0.053621283,"Canned",198.7742,"OUT046","Small","Tier 1","Supermarket Type1",3236.13325766306
"1910","NCA05",20.75,"Low Fat",0.025181597,"Health and Hygiene",150.2734,"OUT045",NA,"Tier 2","Supermarket Type1",2301.12578126272
"1911","NCP43",17.75,"Low Fat",0.03067961,"Others",178.066,"OUT017",NA,"Tier 2","Supermarket Type1",2929.97688683831
"1912","FDR12",12.6,"Regular",0.052782711,"Baking Goods",170.3764,"OUT010",NA,"Tier 3","Grocery Store",853.601761531121
"1913","FDQ01",19.7,"Regular",0.16056791,"Canned",256.4014,"OUT013","High","Tier 3","Supermarket Type1",4136.3590992779
"1914","FDM13",6.425,"Low Fat",0.063175326,"Breakfast",131.2626,"OUT046","Small","Tier 1","Supermarket Type1",2119.25816621334
"1915","FDQ19",7.35,"Regular",0.014446383,"Fruits and Vegetables",242.9512,"OUT017",NA,"Tier 2","Supermarket Type1",4049.77949879595
"1916","FDK56",NA,"Low Fat",0.227609738,"Fruits and Vegetables",186.0898,"OUT019","Small","Tier 1","Grocery Store",1084.3244756822
"1917","NCX06",17.6,"LF",0.026256897,"Household",182.6976,"OUT010",NA,"Tier 3","Grocery Store",925.146902499771
"1918","FDO56",NA,"Regular",0.044764726,"Fruits and Vegetables",118.8808,"OUT027","Medium","Tier 3","Supermarket Type3",3431.64491312473
"1919","FDU45",15.6,"Regular",0.035578149,"Snack Foods",112.6518,"OUT045",NA,"Tier 2","Supermarket Type1",1763.66868163133
"1920","FDI16",NA,"Regular",0.237725726,"Frozen Foods",54.964,"OUT019","Small","Tier 1","Grocery Store",-973.147448334602
"1921","FDL32",15.7,"Regular",0.122466933,"Fruits and Vegetables",113.0544,"OUT046","Small","Tier 1","Supermarket Type1",1887.56680034123
"1922","FDA07",7.55,"Regular",0.030944625,"Fruits and Vegetables",123.5072,"OUT046","Small","Tier 1","Supermarket Type1",2065.72329455227
"1923","FDA14",16.1,"Low Fat",0.065315421,"Dairy",147.176,"OUT045",NA,"Tier 2","Supermarket Type1",2256.25363163655
"1924","FDV46",NA,"Low Fat",0.012546822,"Snack Foods",139.918,"OUT027","Medium","Tier 3","Supermarket Type3",3671.48364350169
"1925","NCO07",9.06,"Low Fat",0.009774419,"Others",212.856,"OUT035","Small","Tier 2","Supermarket Type1",3506.61048256128
"1926","NCP41",16.6,"Low Fat",0.016210706,"Health and Hygiene",105.8596,"OUT046","Small","Tier 1","Supermarket Type1",1693.69050932166
"1927","FDY60",10.5,"Regular",0.026478367,"Baking Goods",141.9128,"OUT018","Medium","Tier 3","Supermarket Type2",2038.11201170347
"1928","FDN38",6.615,"reg",0.092492086,"Canned",251.0408,"OUT017",NA,"Tier 2","Supermarket Type1",4003.08902941184
"1929","FDO15",16.75,"Regular",0.008566545,"Meat",74.9038,"OUT046","Small","Tier 1","Supermarket Type1",1262.97513411883
"1930","FDT60",12,"Low Fat",0.075485441,"Baking Goods",122.3388,"OUT013","High","Tier 3","Supermarket Type1",1996.23156905841
"1931","FDA55",17.2,"Regular",0.056978251,"Fruits and Vegetables",224.4088,"OUT035","Small","Tier 2","Supermarket Type1",3761.08049387995
"1932","FDE02",8.71,"Low Fat",0.202948268,"Canned",94.7778,"OUT010",NA,"Tier 3","Grocery Store",-360.400741184192
"1933","DRJ39",20.25,"Low Fat",0.036382541,"Dairy",221.0482,"OUT049","Medium","Tier 1","Supermarket Type1",3542.66236456136
"1934","FDV34",10.695,"Regular",0.011423298,"Snack Foods",74.6038,"OUT035","Small","Tier 2","Supermarket Type1",1399.70260413885
"1935","FDS20",NA,"LF",0.05360606,"Fruits and Vegetables",184.3292,"OUT027","Medium","Tier 3","Supermarket Type3",4375.73319941922
"1936","FDF02",NA,"Low Fat",0.102972092,"Canned",102.899,"OUT027","Medium","Tier 3","Supermarket Type3",3134.98574931172
"1937","FDW40",14,"Regular",0.105740196,"Frozen Foods",143.3812,"OUT017",NA,"Tier 2","Supermarket Type1",2430.09805427865
"1938","NCB43",20.2,"Low Fat",0.099912316,"Household",186.8898,"OUT046","Small","Tier 1","Supermarket Type1",2918.90410415155
"1939","FDR58",6.675,"Low Fat",0.042158587,"Snack Foods",90.8462,"OUT017",NA,"Tier 2","Supermarket Type1",1535.04824369766
"1940","DRJ59",11.65,"Low Fat",0.01936859,"Hard Drinks",40.0164,"OUT035","Small","Tier 2","Supermarket Type1",825.850360430238
"1941","NCD30",19.7,"Low Fat",0.027001133,"Household",98.9726,"OUT017",NA,"Tier 2","Supermarket Type1",1639.55818078469
"1942","FDE14",13.65,"Regular",0.031623019,"Canned",97.87,"OUT017",NA,"Tier 2","Supermarket Type1",1709.53842842457
"1943","FDC28",7.905,"Low Fat",0.055210913,"Frozen Foods",108.0254,"OUT018","Medium","Tier 3","Supermarket Type2",1447.66679677076
"1944","FDU16",19.25,"Regular",0.058512492,"Frozen Foods",84.2908,"OUT018","Medium","Tier 3","Supermarket Type2",1098.63328166474
"1945","NCD19",8.93,"Low Fat",0.013176896,"Household",55.9614,"OUT035","Small","Tier 2","Supermarket Type1",1045.0901892678
"1946","FDU21",11.8,"Regular",0.076720455,"Snack Foods",35.8558,"OUT046","Small","Tier 1","Supermarket Type1",651.489047569227
"1947","FDV59",NA,"Low Fat",0.04779447,"Breads",217.3166,"OUT027","Medium","Tier 3","Supermarket Type3",4890.88977197097
"1948","FDU03",18.7,"Regular",0,"Meat",182.1292,"OUT045",NA,"Tier 2","Supermarket Type1",2852.34269278432
"1949","FDC33",8.96,"Regular",0,"Fruits and Vegetables",198.5768,"OUT010",NA,"Tier 3","Grocery Store",1302.16030288815
"1950","NCR42",9.105,"Low Fat",0.038474607,"Household",34.89,"OUT035","Small","Tier 2","Supermarket Type1",716.748260400063
"1951","DRH59",10.8,"Low Fat",0.058422401,"Hard Drinks",75.238,"OUT035","Small","Tier 2","Supermarket Type1",1375.741916185
"1952","NCM31",6.095,"low fat",0,"Others",142.5154,"OUT035","Small","Tier 2","Supermarket Type1",2464.27125364679
"1953","FDS50",17,"Low Fat",0.055422895,"Dairy",222.3114,"OUT035","Small","Tier 2","Supermarket Type1",3614.65501408508
"1954","FDP39",12.65,"Low Fat",0.069424963,"Meat",52.4324,"OUT046","Small","Tier 1","Supermarket Type1",879.01058196937
"1955","FDQ55",13.65,"Regular",0.013027225,"Fruits and Vegetables",116.7834,"OUT013","High","Tier 3","Supermarket Type1",1979.74898841437
"1956","FDV36",NA,"Low Fat",0.046051414,"Baking Goods",124.602,"OUT019","Small","Tier 1","Grocery Store",89.0879774290835
"1957","FDI05",NA,"Regular",0.126255345,"Frozen Foods",76.8354,"OUT027","Medium","Tier 3","Supermarket Type3",2721.77663569837
"1958","FDS45",NA,"Regular",0.029353119,"Snack Foods",107.2622,"OUT027","Medium","Tier 3","Supermarket Type3",3214.13757979998
"1959","FDA39",6.32,"Low Fat",0.012743738,"Meat",38.6822,"OUT045",NA,"Tier 2","Supermarket Type1",600.885733663266
"1960","FDC37",15.5,"Low Fat",0.055023254,"Baking Goods",108.2938,"OUT010",NA,"Tier 3","Grocery Store",-160.237948841444
"1961","FDJ60",NA,"Regular",0.062225629,"Baking Goods",166.4184,"OUT027","Medium","Tier 3","Supermarket Type3",4139.34741115541
"1962","DRQ35",9.3,"Low Fat",0.042291451,"Hard Drinks",122.7388,"OUT046","Small","Tier 1","Supermarket Type1",1975.06585186247
"1963","NCJ06",20.1,"Low Fat",0.034652619,"Household",119.9782,"OUT046","Small","Tier 1","Supermarket Type1",1877.5065040156
"1964","NCY42",6.38,"Low Fat",0.015224339,"Household",144.647,"OUT018","Medium","Tier 3","Supermarket Type2",2010.16989763362
"1965","DRM37",15.35,"Low Fat",0,"Soft Drinks",196.3768,"OUT049","Medium","Tier 1","Supermarket Type1",3181.74026990507
"1966","FDR14",11.65,"Low Fat",0.174402008,"Dairy",51.9298,"OUT045",NA,"Tier 2","Supermarket Type1",753.508025338564
"1967","FDE51",5.925,"Regular",0.096617312,"Dairy",44.1086,"OUT049","Medium","Tier 1","Supermarket Type1",857.382600401068
"1968","FDT33",7.81,"Regular",0.034182922,"Snack Foods",166.6158,"OUT017",NA,"Tier 2","Supermarket Type1",2818.87796449671
"1969","FDR08",18.7,"Low Fat",0.037591645,"Fruits and Vegetables",112.6886,"OUT013","High","Tier 3","Supermarket Type1",1864.50939464889
"1970","FDE36",5.26,"Regular",0.06991841,"Baking Goods",162.9868,"OUT010",NA,"Tier 3","Grocery Store",752.477791285967
"1971","FDL22",NA,"Low Fat",0.063714498,"Snack Foods",90.2488,"OUT019","Small","Tier 1","Grocery Store",-447.987307278764
"1972","FDR44",6.11,"Regular",0.102835238,"Fruits and Vegetables",131.5968,"OUT013","High","Tier 3","Supermarket Type1",2224.62949523623
"1973","FDI56",NA,"Low Fat",0.163505748,"Fruits and Vegetables",89.5146,"OUT019","Small","Tier 1","Grocery Store",-419.580870656416
"1974","FDE47",14.15,"Low Fat",0.063451474,"Starchy Foods",126.5046,"OUT010",NA,"Tier 3","Grocery Store",122.615952047741
"1975","FDV27",7.97,"Regular",0.066935112,"Meat",89.4514,"OUT010",NA,"Tier 3","Grocery Store",-394.887364322075
"1976","FDV10",7.645,"Regular",0.066809761,"Snack Foods",41.7112,"OUT049","Medium","Tier 1","Supermarket Type1",847.283881014822
"1977","FDC40",16,"Regular",0.06519584,"Dairy",78.3986,"OUT045",NA,"Tier 2","Supermarket Type1",1227.74103944872
"1978","NCX41",19,"Low Fat",0.017704532,"Health and Hygiene",210.8244,"OUT013","High","Tier 3","Supermarket Type1",3353.339944342
"1979","NCQ38",NA,"Low Fat",0.013301702,"Others",105.028,"OUT027","Medium","Tier 3","Supermarket Type3",3130.3704573845
"1980","FDV12",NA,"Regular",0.06057989,"Baking Goods",100.5384,"OUT027","Medium","Tier 3","Supermarket Type3",3118.15654079246
"1981","FDE52",10.395,"Regular",0.03005585,"Dairy",88.1514,"OUT017",NA,"Tier 2","Supermarket Type1",1562.07555642293
"1982","FDG20",NA,"Regular",0.125079268,"Fruits and Vegetables",176.9028,"OUT027","Medium","Tier 3","Supermarket Type3",4335.5487306614
"1983","FDV16",NA,"Regular",0.082529103,"Frozen Foods",34.1558,"OUT027","Medium","Tier 3","Supermarket Type3",2057.94084715118
"1984","FDI32",17.7,"Low Fat",0.175359775,"Fruits and Vegetables",114.3834,"OUT017",NA,"Tier 2","Supermarket Type1",1922.29995665475
"1985","FDJ32",10.695,"Low Fat",0,"Fruits and Vegetables",61.7536,"OUT049","Medium","Tier 1","Supermarket Type1",1153.31440939842
"1986","FDN39",19.35,"Regular",0.065787291,"Meat",169.7816,"OUT018","Medium","Tier 3","Supermarket Type2",2457.63348138145
"1987","FDY34",10.5,"Regular",0.011043976,"Snack Foods",167.2842,"OUT017",NA,"Tier 2","Supermarket Type1",2824.18595205422
"1988","FDC14",14.5,"Regular",0.041241272,"Canned",41.2454,"OUT035","Small","Tier 2","Supermarket Type1",909.655652089198
"1989","FDA55",17.2,"Regular",0.057311381,"Fruits and Vegetables",224.8088,"OUT017",NA,"Tier 2","Supermarket Type1",3684.12611415017
"1990","FDZ50",12.8,"Regular",0.132357566,"Dairy",181.9608,"OUT010",NA,"Tier 3","Grocery Store",964.003993866877
"1991","DRG13",17.25,"Low Fat",0.037243966,"Soft Drinks",165.2526,"OUT049","Medium","Tier 1","Supermarket Type1",2693.64192678375
"1992","FDP01",20.75,"Regular",0.06327325,"Breakfast",153.1682,"OUT013","High","Tier 3","Supermarket Type1",2505.29199415031
"1993","NCG54",12.1,"Low Fat",0.080257683,"Household",172.7106,"OUT017",NA,"Tier 2","Supermarket Type1",2837.86760508668
"1994","FDM13",6.425,"Low Fat",0.063303448,"Breakfast",132.0626,"OUT045",NA,"Tier 2","Supermarket Type1",2055.63723148072
"1995","NCO18",NA,"Low Fat",0.024531894,"Household",178.7686,"OUT027","Medium","Tier 3","Supermarket Type3",4253.23426549426
"1996","NCW41",18,"Low Fat",0.015437518,"Health and Hygiene",156.4604,"OUT013","High","Tier 3","Supermarket Type1",2508.97122203855
"1997","FDM52",NA,"Low Fat",0.025867549,"Frozen Foods",148.1076,"OUT027","Medium","Tier 3","Supermarket Type3",3789.50545753085
"1998","NCF55",6.675,"Low Fat",0.021662238,"Household",34.9874,"OUT035","Small","Tier 2","Supermarket Type1",722.868564616424
"1999","FDT09",15.15,"Regular",0.0122633,"Snack Foods",131.4284,"OUT046","Small","Tier 1","Supermarket Type1",2132.88361209633
"2000","NCM19",12.65,"Low Fat",0.047228313,"Others",110.7202,"OUT035","Small","Tier 2","Supermarket Type1",1909.89991133713
"2001","FDW12",8.315,"Regular",0,"Baking Goods",146.9444,"OUT018","Medium","Tier 3","Supermarket Type2",2120.57690324409
"2002","FDP15",NA,"Low Fat",0.146972598,"Meat",256.333,"OUT019","Small","Tier 1","Grocery Store",2146.71877250894
"2003","FDK36",7.09,"Low Fat",0.007229947,"Baking Goods",48.3034,"OUT045",NA,"Tier 2","Supermarket Type1",746.729640253731
"2004","FDZ25",15.7,"Regular",0.027611824,"Canned",171.779,"OUT035","Small","Tier 2","Supermarket Type1",2939.34821999829
"2005","NCW06",16.2,"Low Fat",0.050418702,"Household",193.4162,"OUT049","Medium","Tier 1","Supermarket Type1",3124.85045761783
"2006","FDW60",5.44,"Regular",0.017061949,"Baking Goods",178.437,"OUT046","Small","Tier 1","Supermarket Type1",2893.59887465817
"2007","DRC49",8.67,"Low Fat",0.065382126,"Soft Drinks",145.2128,"OUT013","High","Tier 3","Supermarket Type1",2331.42314010542
"2008","NCT17",10.8,"Low Fat",0.041857932,"Health and Hygiene",189.6214,"OUT035","Small","Tier 2","Supermarket Type1",3151.51213583379
"2009","NCN06",8.39,"Low Fat",0.120988121,"Household",164.7868,"OUT018","Medium","Tier 3","Supermarket Type2",2319.87005362343
"2010","FDC45",17,"Low Fat",0.135620265,"Fruits and Vegetables",170.8106,"OUT013","High","Tier 3","Supermarket Type1",2772.493137947
"2011","DRJ47",NA,"Low Fat",0.07747657,"Hard Drinks",171.408,"OUT019","Small","Tier 1","Grocery Store",821.705167889322
"2012","NCF06",6.235,"Low Fat",0.020239317,"Household",258.5962,"OUT045",NA,"Tier 2","Supermarket Type1",3985.51520685228
"2013","FDE21",12.8,"Low Fat",0.038404703,"Fruits and Vegetables",117.1492,"OUT010",NA,"Tier 3","Grocery Store",-14.5965773313662
"2014","DRG27",8.895,"Low Fat",0.105023222,"Dairy",40.6138,"OUT013","High","Tier 3","Supermarket Type1",688.9004893716
"2015","FDW40",14,"Regular",0.105308924,"Frozen Foods",141.6812,"OUT049","Medium","Tier 1","Supermarket Type1",2376.06983480573
"2016","NCO53",16.2,"Low Fat",0.175184487,"Health and Hygiene",184.9608,"OUT046","Small","Tier 1","Supermarket Type1",2925.78626019374
"2017","FDE23",17.6,"Regular",0.053263687,"Starchy Foods",44.606,"OUT049","Medium","Tier 1","Supermarket Type1",909.369109666663
"2018","FDQ16",19.7,"Low Fat",0.041738399,"Frozen Foods",108.6912,"OUT046","Small","Tier 1","Supermarket Type1",1713.024643525
"2019","FDS26",20.35,"Low Fat",0.089650666,"Dairy",259.8594,"OUT045",NA,"Tier 2","Supermarket Type1",4002.30019212278
"2020","FDZ13",7.84,"Regular",0.256919126,"Canned",48.035,"OUT010",NA,"Tier 3","Grocery Store",-979.875429769199
"2021","FDS14",7.285,"Low Fat",0.050041563,"Dairy",156.3288,"OUT049","Medium","Tier 1","Supermarket Type1",2559.7651852489
"2022","FDC10",9.8,"Regular",0.073025471,"Snack Foods",119.0098,"OUT045",NA,"Tier 2","Supermarket Type1",1902.14661583596
"2023","FDY16",18.35,"Regular",0,"Frozen Foods",185.0266,"OUT049","Medium","Tier 1","Supermarket Type1",3042.56902261209
"2024","FDJ20",20.7,"Regular",0.100155997,"Fruits and Vegetables",125.7388,"OUT035","Small","Tier 2","Supermarket Type1",2218.49121733856
"2025","FDV43",16,"Low Fat",0.076841095,"Fruits and Vegetables",42.6086,"OUT035","Small","Tier 2","Supermarket Type1",891.411339965695
"2026","FDZ32",NA,"Regular",0.037948091,"Fruits and Vegetables",105.9964,"OUT027","Medium","Tier 3","Supermarket Type3",3239.00921315413
"2027","FDR23",15.85,"Low Fat",0.081787519,"Breads",174.937,"OUT046","Small","Tier 1","Supermarket Type1",2780.55584414741
"2028","FDN24",14.1,"Low Fat",0.113246012,"Baking Goods",52.7956,"OUT035","Small","Tier 2","Supermarket Type1",1022.39512284632
"2029","FDE34",NA,"Low Fat",0.107368929,"Snack Foods",183.0634,"OUT027","Medium","Tier 3","Supermarket Type3",4342.10790976888
"2030","FDU31",10.5,"Regular",0.024970259,"Fruits and Vegetables",218.1508,"OUT013","High","Tier 3","Supermarket Type1",3563.66450611273
"2031","FDW33",9.395,"Low Fat",0.099524363,"Snack Foods",107.328,"OUT018","Medium","Tier 3","Supermarket Type2",1449.35521322731
"2032","FDU26",16.7,"Regular",0.042618956,"Dairy",117.3782,"OUT046","Small","Tier 1","Supermarket Type1",1880.75322374233
"2033","FDE20",NA,"Regular",0.005503734,"Fruits and Vegetables",169.779,"OUT027","Medium","Tier 3","Supermarket Type3",4224.38710370387
"2034","NCW05",20.25,"Low Fat",0.148044603,"Health and Hygiene",105.9938,"OUT035","Small","Tier 2","Supermarket Type1",1831.80864564368
"2035","FDB22",8.02,"Low Fat",0,"Snack Foods",151.7998,"OUT018","Medium","Tier 3","Supermarket Type2",2144.23578106973
"2036","FDO56",10.195,"Regular",0.044982556,"Fruits and Vegetables",116.1808,"OUT046","Small","Tier 1","Supermarket Type1",1946.66457544748
"2037","FDA19",NA,"Low Fat",0.054860542,"Fruits and Vegetables",129.7994,"OUT027","Medium","Tier 3","Supermarket Type3",3567.58406839613
"2038","DRI39",13.8,"Low Fat",0.097258937,"Dairy",55.993,"OUT045",NA,"Tier 2","Supermarket Type1",812.684692033845
"2039","FDH52",9.42,"Regular",0.044081944,"Frozen Foods",60.1194,"OUT018","Medium","Tier 3","Supermarket Type2",740.991301284895
"2040","FDZ50",12.8,"Regular",0.079061378,"Dairy",182.8608,"OUT035","Small","Tier 2","Supermarket Type1",3050.42966791907
"2041","NCN42",20.25,"Low Fat",0.014219927,"Household",147.4418,"OUT035","Small","Tier 2","Supermarket Type1",2447.68231217952
"2042","FDB53",13.35,"Low Fat",0.139336364,"Frozen Foods",148.5392,"OUT013","High","Tier 3","Supermarket Type1",2375.60457490963
"2043","DRG11",6.385,"Low Fat",0.084312514,"Hard Drinks",109.1596,"OUT017",NA,"Tier 2","Supermarket Type1",1828.97044602574
"2044","DRK11",NA,"low fat",0.010712295,"Hard Drinks",148.9392,"OUT027","Medium","Tier 3","Supermarket Type3",3866.72541692595
"2045","FDQ60",6.195,"Regular",0.109993108,"Baking Goods",122.3098,"OUT017",NA,"Tier 2","Supermarket Type1",2142.79648838535
"2046","FDT36",12.3,"Low Fat",0.111904005,"Baking Goods",33.9874,"OUT017",NA,"Tier 2","Supermarket Type1",649.844558449633
"2047","DRG25",10.5,"Low Fat",0.019127291,"Soft Drinks",185.424,"OUT018","Medium","Tier 3","Supermarket Type2",2646.31637449854
"2048","DRJ23",18.35,"Low Fat",0.041668881,"Hard Drinks",190.4872,"OUT046","Small","Tier 1","Supermarket Type1",3012.53204833045
"2049","FDG05",11,"Regular",0.08783053,"Frozen Foods",158.263,"OUT035","Small","Tier 2","Supermarket Type1",2686.04754778377
"2050","NCK06",5.03,"Low Fat",0.008681751,"Household",121.1756,"OUT018","Medium","Tier 3","Supermarket Type2",1647.35750877807
"2051","FDU52",7.56,"Low Fat",0.064131575,"Frozen Foods",154.563,"OUT017",NA,"Tier 2","Supermarket Type1",2574.4334799269
"2052","FDW07",18,"Regular",0.1432701,"Fruits and Vegetables",88.0514,"OUT018","Medium","Tier 3","Supermarket Type2",1216.65538045299
