"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"1727","DRC12",11.1485065171776,"Low Fat","Soft Drinks",192.0188,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3679.79580675699
"1728","FDC47",15,"Low Fat","Snack Foods",227.9694,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4537.07524444058
"1729","FDE57",9.6,"Low Fat","Fruits and Vegetables",140.0154,"OUT045",2002,"High","Tier 2","Supermarket Type1",2662.38147186345
"1730","FDT14",10.695,"Regular","Dairy",120.344,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2261.22666601416
"1731","NCZ53",9.6,"Low Fat","Health and Hygiene",189.6214,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3168.96125217687
"1732","FDE28",9.5,"Regular","Frozen Foods",230.1668,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3336.53084084681
"1733","FDR19",13.5,"Regular","Fruits and Vegetables",144.2102,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3000.47411478161
"1734","NCF54",14.9194977999091,"Low Fat","Household",173.7422,"OUT019",1985,"Small","Tier 1","Grocery Store",917.313921573005
"1735","FDZ08",12.5,"Regular","Fruits and Vegetables",81.1592,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1029.98814795819
"1736","NCJ05",18.7,"Low Fat","Health and Hygiene",154.2682,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1832.57688346101
"1737","FDF59",12.5,"Low Fat","Starchy Foods",127.102,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1365.19243511108
"1738","NCO05",7.27,"Low Fat","Health and Hygiene",100.4384,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1981.81198578172
"1739","FDW24",6.8,"Low Fat","Baking Goods",49.5034,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",644.448304894844
"1740","NCX42",6.36,"Low Fat","Household",166.1526,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2398.87328600003
"1741","NCA53",11.395,"LF","Health and Hygiene",48.2034,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1138.81335670157
"1742","FDI45",11.563971439774,"Low Fat","Fruits and Vegetables",177.0054,"OUT019",1985,"Small","Tier 1","Grocery Store",1069.0808872247
"1743","FDG46",8.63,"Regular","Snack Foods",112.9518,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2542.44260987487
"1744","FDM20",10,"Low Fat","Fruits and Vegetables",243.3144,"OUT010",1998,"Small","Tier 3","Grocery Store",2812.90088499793
"1745","FDW11",12.6,"Low Fat","Breads",61.6194,"OUT010",1998,"Small","Tier 3","Grocery Store",-1248.83533179292
"1746","FDX08",12.85,"Low Fat","Fruits and Vegetables",179.2318,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2577.31292892789
"1747","NCK17",11,"Low Fat","Health and Hygiene",40.648,"OUT035",2004,"Small","Tier 2","Supermarket Type1",889.141952655688
"1748","FDK32",16.25,"Regular","Fruits and Vegetables",151.5682,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2831.49974331406
"1749","NCA42",6.965,"Low Fat","Household",159.4604,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3059.32315320814
"1750","DRI01",7.97,"Low Fat","Soft Drinks",170.7422,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3370.84449752901
"1751","NCL55",12.15,"LF","Others",254.004,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3745.83314033878
"1752","DRE25",15.35,"Low Fat","Soft Drinks",94.412,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",826.558902563074
"1753","FDD14",20.7,"Low Fat","Canned",183.5266,"OUT017",2007,"High","Tier 2","Supermarket Type1",2911.81215954805
"1754","FDB10",10,"Low Fat","Snack Foods",235.559,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2225.6530542654
"1755","DRN11",7.85,"Low Fat","Hard Drinks",145.0444,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2417.1257169683
"1756","FDP38",10.1,"Low Fat","Canned",50.9008,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",489.708959899936
"1757","NCA30",19,"Low Fat","Household",188.6872,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2746.8930053404
"1758","FDT15",12.15,"reg","Meat",184.695,"OUT017",2007,"High","Tier 2","Supermarket Type1",2664.12561741865
"1759","NCP55",14.65,"Low Fat","Others",57.0614,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",877.185532729898
"1760","FDF12",8.235,"Low Fat","Baking Goods",148.5076,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2395.4324098275
"1761","FDM21",20.2,"Low Fat","Snack Foods",256.2646,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4112.92989145953
"1762","FDX56",17.1,"Regular","Fruits and Vegetables",205.8638,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4493.70232158988
"1763","FDF10",15.5,"Regular","Snack Foods",145.4418,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2199.03254410509
"1764","FDT32",19,"Regular","Fruits and Vegetables",189.6214,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2802.51552778273
"1765","FDM51",11.8,"Regular","Meat",101.2674,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1500.32455371272
"1766","NCR50",20.2,"Low Fat","Household",154.434,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3410.76049546965
"1767","FDI19",15.1,"Low Fat","Meat",242.4512,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4033.91408342145
"1768","FDX21",7.05,"Low Fat","Snack Foods",107.8912,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1693.94886973466
"1769","FDR31",6.46,"Regular","Fruits and Vegetables",145.3102,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2807.58778188846
"1770","FDY02",8.945,"Regular","Dairy",261.191,"OUT013",1987,"High","Tier 3","Supermarket Type1",3674.30649673016
"1771","NCA29",10.5,"Low Fat","Household",170.6106,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2909.541968658
"1772","NCX17",21.25,"Low Fat","Health and Hygiene",231.73,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3404.20108672037
"1773","FDM12",16.7,"Regular","Baking Goods",190.3214,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1672.26480473932
"1774","FDI53",12.1536203886636,"Regular","Frozen Foods",160.4236,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3103.03678241665
"1775","NCU30",5.11,"Low Fat","Household",164.121,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2814.06672346999
"1776","FDC56",11.6541488978386,"Low Fat","Fruits and Vegetables",121.044,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3618.88849902736
"1777","FDK27",11,"Low Fat","Meat",123.0756,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1477.20599475974
"1778","NCK18",9.6,"Low Fat","Household",166.4184,"OUT017",2007,"High","Tier 2","Supermarket Type1",3065.35668681417
"1779","FDB52",15.7188316870436,"Low Fat","Dairy",257.5672,"OUT019",1985,"Small","Tier 1","Grocery Store",844.449500177335
"1780","DRG25",11.5444243712042,"Low Fat","Soft Drinks",188.324,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5896.79161405064
"1781","FDZ13",7.84,"reg","Canned",51.935,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",763.774871179026
"1782","FDB57",13.7156075983578,"Regular","Fruits and Vegetables",223.5772,"OUT019",1985,"Small","Tier 1","Grocery Store",1939.61015569684
"1783","FDR40",9.1,"Regular","Frozen Foods",82.5618,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1145.90413210007
"1784","NCO14",11.1368733290535,"Low Fat","Household",44.7086,"OUT019",1985,"Small","Tier 1","Grocery Store",-1411.82060284827
"1785","NCN19",13.1,"Low Fat","Others",190.753,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2583.34750774539
"1786","FDQ28",14.7059981959925,"Regular","Frozen Foods",155.0656,"OUT019",1985,"Small","Tier 1","Grocery Store",927.50157092628
"1787","FDO13",7.865,"Low Fat","Breakfast",164.8526,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1851.66235285384
"1788","FDK48",7.445,"Low Fat","Baking Goods",77.2354,"OUT013",1987,"High","Tier 3","Supermarket Type1",1404.02652953521
"1789","FDU07",11.1,"Low Fat","Fruits and Vegetables",152.5366,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1976.72200056654
"1790","FDW20",20.75,"Low Fat","Fruits and Vegetables",123.373,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1998.42230231165
"1791","FDV12",16.7,"Regular","Baking Goods",98.7384,"OUT010",1998,"Small","Tier 3","Grocery Store",382.093007298245
"1792","FDH24",20.7,"Low Fat","Baking Goods",158.2288,"OUT013",1987,"High","Tier 3","Supermarket Type1",2471.88152729909
"1793","FDV59",13.35,"Low Fat","Breads",216.0166,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4074.82724413586
"1794","FDK57",10.195,"Low Fat","Snack Foods",120.144,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2970.44951069718
"1795","FDL16",12.0183977896919,"Low Fat","Frozen Foods",45.506,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2458.93305293945
"1796","NCQ17",10.3,"Low Fat","Health and Hygiene",155.463,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2547.34796957631
"1797","FDJ15",11.35,"Regular","Dairy",185.1608,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3872.7370233405
"1798","FDX24",8.355,"Low Fat","Baking Goods",93.5462,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1582.16666661101
"1799","FDT47",5.26,"Regular","Breads",96.3068,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1780.41236711783
"1800","FDT10",16.7,"Regular","Snack Foods",60.8562,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1028.39355245698
"1801","FDZ37",8.1,"Regular","Canned",87.7198,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",502.435804197248
"1802","FDW43",15.2274315826117,"Regular","Fruits and Vegetables",229.5036,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5146.21121236264
"1803","DRN36",15.2,"Low Fat","Soft Drinks",95.5752,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1474.50959557718
"1804","FDJ14",10.3,"Regular","Canned",80.596,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1280.13203053428
"1805","FDA32",14,"Low Fat","Fruits and Vegetables",217.4192,"OUT013",1987,"High","Tier 3","Supermarket Type1",3080.08774463681
"1806","FDJ38",12.0974518925795,"Regular","Canned",190.053,"OUT019",1985,"Small","Tier 1","Grocery Store",1836.28959018434
"1807","FDQ57",7.275,"Low Fat","Snack Foods",146.776,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2358.92446890529
"1808","NCQ41",13.2502634350747,"Low Fat","Health and Hygiene",193.5794,"OUT019",1985,"Small","Tier 1","Grocery Store",790.947450325562
"1809","FDG56",13.3,"Regular","Fruits and Vegetables",59.9536,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1331.71944652579
"1810","DRC13",9.63416897828939,"Regular","Soft Drinks",123.973,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3076.53419086921
"1811","FDV55",17.75,"Low Fat","Fruits and Vegetables",144.5444,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2386.51451194567
"1812","FDQ49",20.2,"Regular","Breakfast",157.363,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1503.29600452689
"1813","FDE29",8.905,"Low Fat","Frozen Foods",60.4878,"OUT010",1998,"Small","Tier 3","Grocery Store",-999.899912641172
"1814","FDR03",15.7,"Regular","Meat",205.798,"OUT013",1987,"High","Tier 3","Supermarket Type1",4136.03192702863
"1815","FDD45",8.615,"Low Fat","Fruits and Vegetables",92.9436,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1581.26030062466
"1816","FDN38",6.615,"Regular","Canned",249.7408,"OUT010",1998,"Small","Tier 3","Grocery Store",2315.52126314124
"1817","FDT56",16,"Regular","Fruits and Vegetables",58.1246,"OUT046",1997,"Small","Tier 1","Supermarket Type1",970.483016212121
"1818","FDT48",4.92,"low fat","Baking Goods",200.0084,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2878.43617834513
"1819","FDU03",18.7,"Regular","Meat",180.8292,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2467.12175598106
"1820","FDC56",7.72,"LF","Fruits and Vegetables",118.944,"OUT010",1998,"Small","Tier 3","Grocery Store",276.478896402346
"1821","NCO43",12.6397489880361,"Low Fat","Others",99.3016,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3314.60170995125
"1822","FDQ27",5.19,"Regular","Meat",101.699,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2249.77079292869
"1823","FDR03",15.7,"Regular","Meat",205.998,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4103.96647053489
"1824","DRH23",14.65,"Low Fat","Hard Drinks",54.1614,"OUT010",1998,"Small","Tier 3","Grocery Store",-759.451882317246
"1825","FDG22",17.6,"Regular","Snack Foods",38.119,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",108.919031224005
"1826","NCJ42",19.75,"Low Fat","Household",103.8332,"OUT013",1987,"High","Tier 3","Supermarket Type1",1798.63991507906
"1827","FDR24",17.35,"Regular","Baking Goods",90.583,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1091.69269087955
"1828","FDW60",5.44,"Regular","Baking Goods",176.037,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2912.4948704699
"1829","FDJ08",11.1,"Low Fat","Fruits and Vegetables",190.0846,"OUT013",1987,"High","Tier 3","Supermarket Type1",3359.5217719213
"1830","DRL59",16.75,"Low Fat","Hard Drinks",52.2298,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1259.76508311202
"1831","FDG60",20.35,"Low Fat","Baking Goods",232.7616,"OUT010",1998,"Small","Tier 3","Grocery Store",2350.81539963782
"1832","FDW27",5.86,"Regular","Meat",155.9314,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2209.12985917786
"1833","FDX14",13.1,"Low Fat","Dairy",77.1354,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1031.70997904888
"1834","FDC20",10.65,"Low Fat","Fruits and Vegetables",56.0272,"OUT013",1987,"High","Tier 3","Supermarket Type1",868.09735969576
"1835","NCS29",9,"Low Fat","Health and Hygiene",263.6884,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3295.58083511047
"1836","FDJ56",8.985,"Low Fat","Fruits and Vegetables",100.47,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1690.64469630622
"1837","FDB20",13.8247859466748,"Low Fat","Fruits and Vegetables",77.0986,"OUT019",1985,"Small","Tier 1","Grocery Store",-860.13513695462
"1838","FDL28",12.3513232294026,"Regular","Frozen Foods",228.6668,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3520.70105264199
"1839","FDW01",14.5,"Low Fat","Canned",151.7682,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1203.38395400418
"1840","FDL03",19.25,"Regular","Meat",197.611,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2506.01838344911
"1841","FDX22",6.785,"Regular","Snack Foods",209.1928,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3717.27018497582
"1842","FDJ21",16.7,"Regular","Snack Foods",144.6102,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3564.45967714739
"1843","FDR31",6.46,"Regular","Fruits and Vegetables",147.6102,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2578.06783411731
"1844","FDG21",17.35,"Regular","Seafood",151.505,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3217.6187612743
"1845","FDS22",13.9174791584414,"Regular","Snack Foods",42.6428,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1952.69286823814
"1846","FDK08",9.195,"Regular","Fruits and Vegetables",99.4016,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1682.1661326592
"1847","FDE17",20.1,"Regular","Frozen Foods",151.7366,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2395.04987478094
"1848","NCN30",16.35,"Low Fat","Household",95.841,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1223.60627560345
"1849","FDT50",6.75,"Regular","Dairy",97.2752,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1130.82316662396
"1850","NCX42",6.36,"Low Fat","Household",163.6526,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2767.78313793883
"1851","FDJ12",8.895,"Regular","Baking Goods",207.8296,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3689.86125739133
"1852","NCA18",14.3584368493055,"Low Fat","Household",117.4492,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2911.54148482909
"1853","FDP23",13.1774499401684,"Low Fat","Breads",217.4166,"OUT019",1985,"Small","Tier 1","Grocery Store",1417.93338678846
"1854","FDX12",18.2,"reg","Baking Goods",241.4196,"OUT013",1987,"High","Tier 3","Supermarket Type1",3979.25094020334
"1855","FDN40",5.88,"Low Fat","Frozen Foods",152.7998,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2128.17753397193
"1856","FDV48",9.195,"Regular","Baking Goods",77.8644,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1568.94921157886
"1857","NCY54",8.43,"Low Fat","Household",171.9422,"OUT013",1987,"High","Tier 3","Supermarket Type1",2936.52559971981
"1858","FDL16",12.85,"Low Fat","Frozen Foods",46.006,"OUT010",1998,"Small","Tier 3","Grocery Store",-877.948921624813
"1859","FDR45",10.8,"Low Fat","Snack Foods",240.0222,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5370.14941654528
"1860","FDJ52",7.145,"Low Fat","Frozen Foods",161.0578,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2120.77598178844
"1861","DRG01",14.8,"Low Fat","Soft Drinks",77.167,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1362.5115697182
"1862","FDP52",18.7,"Regular","Frozen Foods",231.201,"OUT013",1987,"High","Tier 3","Supermarket Type1",4294.28374637111
"1863","FDU58",6.61,"Regular","Snack Foods",186.5898,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2768.44197354588
"1864","FDL02",20,"Regular","Canned",105.5622,"OUT045",2002,"High","Tier 2","Supermarket Type1",2096.1614281389
"1865","FDG28",9.285,"Regular","Frozen Foods",244.1144,"OUT013",1987,"High","Tier 3","Supermarket Type1",2523.85422399023
"1866","FDA19",7.52,"Low Fat","Fruits and Vegetables",128.7994,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2365.62975483344
"1867","FDW46",12.1251663820012,"Regular","Snack Foods",66.4484,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2785.71072837944
"1868","NCD43",8.85,"Low Fat","Household",103.1964,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1565.99528678215
"1869","DRG39",14.15,"Low Fat","Dairy",51.7982,"OUT013",1987,"High","Tier 3","Supermarket Type1",1079.39345424856
"1870","NCF55",6.675,"Low Fat","Household",35.5874,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",963.280861129037
"1871","FDJ07",7.26,"LF","Meat",118.015,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1555.68347555419
"1872","FDE08",18.2,"LF","Fruits and Vegetables",150.0734,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2674.58440006891
"1873","FDP56",11.4389577994921,"Low Fat","Fruits and Vegetables",49.6692,"OUT019",1985,"Small","Tier 1","Grocery Store",-1216.151696232
"1874","FDT45",15.85,"Low Fat","Snack Foods",53.2956,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",880.043549486253
"1875","FDF17",5.19,"Low Fat","Frozen Foods",195.011,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2888.04166694097
"1876","FDX44",9.3,"Low Fat","Fruits and Vegetables",87.7172,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1161.30329867502
"1877","FDM28",13.2239694052044,"Low Fat","Frozen Foods",179.866,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3752.58389701023
"1878","FDI36",12.5,"Regular","Baking Goods",197.9426,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3193.78552801375
"1879","FDS07",12.35,"Low Fat","Fruits and Vegetables",115.2518,"OUT045",2002,"High","Tier 2","Supermarket Type1",1513.89331392167
"1880","FDD36",13.3,"Low Fat","Baking Goods",117.7124,"OUT045",2002,"High","Tier 2","Supermarket Type1",1681.527228766
"1881","FDW11",12.6,"Low Fat","Breads",60.5194,"OUT046",1997,"Small","Tier 1","Supermarket Type1",634.45143681122
"1882","FDN40",5.88,"Low Fat","Frozen Foods",154.4998,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2497.46466694041
"1883","NCQ18",15.75,"Low Fat","Household",97.87,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1760.65328734269
"1884","NCQ54",17.7,"Low Fat","Household",166.5474,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3734.76618781592
"1885","NCS42",8.6,"Low Fat","Household",91.5146,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1741.2063564297
"1886","DRH39",20.7,"Low Fat","Dairy",75.867,"OUT010",1998,"Small","Tier 3","Grocery Store",-409.034872755049
"1887","FDC09",13.2709154759582,"Regular","Fruits and Vegetables",103.7332,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2804.26283965599
"1888","FDT08",13.65,"Low Fat","Fruits and Vegetables",150.805,"OUT010",1998,"Small","Tier 3","Grocery Store",447.170969350185
